key,title,reason
garverick_transition_2018,Transition {Architectures,no_IaC_term;no_quality_term
dhall_polyglot_2018,Polyglot {Persistence,no_IaC_term;no_quality_term
acetozi_docker_2017,Docker,no_quality_term
tomlinson_drupal_2017,Drupal 8 {DevOps,no_IaC_term;no_quality_term
zhou_cloudsstorm_2018,{CloudsStorm,no_IaC_term;no_quality_term
varga_scale_2017,Scale of {Deployment,no_IaC_term;no_quality_term
cuppett_automation_2016,Automation and {Code,no_IaC_term;no_quality_term
dhall_concepts_2018,Concepts {We,no_IaC_term;no_quality_term
reagan_deployment_2017,Deployment,no_IaC_term;no_quality_term
familiar_devops_2017,{DevOps,no_IaC_term;no_quality_term
cole_eve_2017,{EVE,no_IaC_term;no_quality_term
nadon_updating_2017,Updating the {Stack,no_IaC_term;no_quality_term
alt_innovationsorientiertes_2017,Innovationsorientiertes {IT,no_IaC_term;no_quality_term
cuppett_integrating_2016,Integrating {Database,no_IaC_term;no_quality_term
brandes_blick_2017,Blick nach vorn,no_IaC_term;no_quality_term
cuppett_optimizing_2016,Optimizing {Application,no_IaC_term;no_quality_term
opara-martins_critical_2016,Critical analysis of vendor lock-in and its impact on cloud computing migration: a business perspective,no_IaC_term
cuppett_dbas_2016,{DBAs,no_IaC_term;no_quality_term
cuppett_devops_2016,{DevOps,no_IaC_term;no_quality_term
vijayakumar_devops_2017,{DevOps,no_IaC_term;no_quality_term
vyas_openstack_2016,{OpenStack,no_IaC_term;no_quality_term
carneiro_deploying_2016,Deploying and {Running,no_IaC_term;no_quality_term
colavita_devops_2016,{DevOps,no_IaC_term;no_quality_term
ravichandran_it_2016,{IT,no_IaC_term;no_quality_term
preston_configuration_2016,Configuration {Management,no_IaC_term;no_quality_term
cuppett_integrating_2016-1,Integrating {DBA,no_IaC_term;no_quality_term
brandes_qualitatsmanagement_2016,Qualitätsmanagement in agilen {IT,no_IaC_term;no_quality_term
ravichandran_devops_2016,{DevOps,no_IaC_term;no_quality_term
heap_getting_2016,Getting {Started,no_IaC_term;no_quality_term
magoutis_design_2015,Design and implementation of a social networking platform for cloud deployment specialists,no_IaC_term;no_quality_term
cuppett_overcoming_2016,Overcoming {Language,no_IaC_term;no_quality_term
lemke_managementsystem_2017,Das {Managementsystem,no_IaC_term;no_quality_term
lwakatare_dimensions_2015,Dimensions of {DevOps,no_IaC_term;no_quality_term
hummer_testing_2013,Testing {Idempotence,no_IaC_term
sabharwal_introduction_2014,Introduction,no_IaC_term;no_quality_term
huttermann_infrastructure_2012,Infrastructure as {Code,no_IaC_term;no_quality_term
janjic_reuse-oriented_2013,Reuse-{Oriented,no_IaC_term;no_quality_term
feigenbaum_feasibility_2014,On the {Feasibility,no_IaC_term;no_quality_term
huttermann_quality_2012,Quality and {Testing,no_IaC_term
sacks_web_2012,Web {Testing,no_IaC_term
brauk_zuruckeroberung_2013,Zurückeroberung der {Zukunft,no_IaC_term;no_quality_term
huttermann_automatic_2012,Automatic {Releasing,no_IaC_term;no_quality_term
huttermann_beginning_2012,Beginning {DevOps,no_IaC_term;no_quality_term
huttermann_introducing_2012,Introducing {DevOps,no_IaC_term;no_quality_term
huttermann_specification_2012,Specification by {Example,no_IaC_term;no_quality_term
pracht_gemeinsam_2011,Gemeinsam produktiv werden,no_IaC_term;no_quality_term
KUMAR2023101207,Machine learning with word embedding for detecting web-services anti-patterns,no_IaC_term
WU2023111677,A systematic literature review on Android-specific smells,no_IaC_term
LI2022106868,Towards privacy compliance: A design science study in a small organization,no_IaC_term
BAUER2023107299,Code review guidelines for GUI-based testing artifacts,no_IaC_term
ARAR2017197,A feature dependent Naive Bayes approach and its application to the software defect prediction problem,no_IaC_term
MEDAPPA2025105284,Write access provisioning and organizational ownership in open source software projects: Exploring the impact on project novelty and survival,no_IaC_term
PALOMBA2021110847,Predicting the emergence of community smells using socio-technical metrics: A machine-learning approach,no_IaC_term
MLADENOVIC2020235,"Chapter Ten - Governance cultures and sociotechnical imaginaries of self-driving vehicle technology: Comparative analysis of Finland, UK and Germany",no_IaC_term
ZHAO2024112063,Identifying the primary dimensions of DevSecOps: A multi-vocal literature review,no_IaC_term
DAMBROSIO2025104315,SCASS: Breaking into SCADA Systems Security,no_IaC_term
LAZZARINILEMOS2011294,A test-driven approach to code search and its application to the reuse of auxiliary functionality,no_IaC_term
KUMAR2020101967,Modeling continuous security: A conceptual model for automated DevSecOps using open-source software over cloud (ADOC),no_IaC_term
RODRIGUEZ20251807,"Secure Development Methodology for Full Stack Web Applications: Proof of the Methodology Applied to Vue.js, Spring Boot and MySQL",no_IaC_term
RISTOV2024442,"CODE: Code once, deploy everywhere serverless functions in federated FaaS",no_quality_term
KHANBHAI2025,Leveraging AI to Drive Timely Improvements in Patient Experience Feedback: Algorithm Validation,no_IaC_term
OLIVIER2025124009,Rule-mediated connectivity in social-ecological-technological systems: A comparative network analysis of reservoir operation rules in Coyote Valley Dam (United States) and Ameghino Dam (Argentina),no_IaC_term
CONRAD2023459,Chapter 9 - Domain 8: Software Development Security,no_IaC_term
ZIMMERMANN2025112539,Overcoming the research-practice gap: Root cause analysis and topics of practical relevance in software architecture and distributed systems,no_IaC_term
AMARO2023103809,Capabilities and metrics in DevOps: A design science study,no_IaC_term
ANCONA2021102610,RML: Theory and practice of a domain specific language for runtime verification,no_IaC_term
R2025,Evolution of software engineering: From traditional to modern approaches,no_IaC_term
SINAN2025104516,Implementing and integrating security controls: A practitioners’ perspective,no_IaC_term
BELT2023102789,Model-driven development for the seL4 microkernel using the HAMR framework,no_IaC_term
KHAN2022107055,Introduction to the special issue on managing software processes using soft computing techniques,no_IaC_term;no_quality_term
LAIGNER2022111125,Cataloging dependency injection anti-patterns in software systems,no_IaC_term
IBA2008495,Development and verification of remote research environment based on “Fusion research grid”,no_IaC_term
GADYATSKAYA2013108,Load time code validation for mobile phone Java Cards,no_IaC_term
RODRIGUEZ2019135,Chapter Four - Advances in Using Agile and Lean Processes for Software Development,no_IaC_term
HAUGE2022147,A Cloud-based experimentation and analysis framework for services at the tactical edge,no_IaC_term
THEUNISSEN2022106733,A mapping study on documentation in Continuous Software Development,no_IaC_term
IQBAL2025101514,IoV-TwinChain: Predictive maintenance of vehicles in internet of vehicles through digital twin and blockchain,no_IaC_term
MARTIN2013443,Long-term analysis of the impact of longitudinal barriers on motorway safety,no_IaC_term
GRANDE2024103767,Is it worth adopting DevOps practices in Global Software Engineering? Possible challenges and benefits,no_IaC_term
TUNA2024112101,Do code reviews lead to fewer code smells?,no_IaC_term
KAR2021101532,Diffusion of blockchain in insurance industry: An analysis through the review of academic and trade literature,no_IaC_term
YAO2024100211,"A survey on large language model (LLM) security and privacy: The Good, The Bad, and The Ugly",no_IaC_term
CANIGLIA2025107605,FOBICS: Assessing project security level through a metrics framework that evaluates DevSecOps performance,no_IaC_term
ABDU2025161,Cross-project software defect prediction based on the reduction and hybridization of software metrics,no_IaC_term
COLOMOPALACIOS2018186,A case analysis of enabling continuous software deployment through knowledge management,no_IaC_term
LAUKKANEN201755,"Problems, causes and solutions when adopting continuous delivery—A systematic literature review",no_IaC_term
SCHERMANN201841,We’re doing it live: A multi-method empirical study on continuous experimentation,no_IaC_term
ADEL2024101431,"Factories of the future in industry 5.0—Softwarization, Servitization, and Industrialization",no_IaC_term
ANAGNOSTOU2025100196,"Disentangling and demystifying converging crimes and illegal wildlife trade in South Africa, Hong Kong, and Canada",no_quality_term
PORT2024112030,Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,no_IaC_term
GRATTAN2024107456,The need for more informative defect prediction: A systematic literature review,no_IaC_term
MOHAMAD2024112082,Managing security evidence in safety-critical organizations,no_IaC_term
RUSU2008844,Robots in the kitchen: Exploiting ubiquitous sensing and actuation,no_IaC_term;no_quality_term
YAMASHITA20132223,To what extent can maintenance problems be predicted by code smell detection? – An empirical study,no_IaC_term
NAZIR2024111860,"Architecting ML-enabled systems: Challenges, best practices, and design decisions",no_IaC_term
RAJAPAKSE2022106700,Challenges and solutions when adopting DevSecOps: A systematic review,no_IaC_term
NOOR2025107522,Towards benchmarking erasure coding schemes in object storage system: A systematic review,no_IaC_term
SCHNEIDER2023111722,Automatic extraction of security-rich dataflow diagrams for microservice applications written in Java,no_IaC_term
MOTHANNA2024103985,Adopting security practices in software development process: Security testing framework for sustainable smart cities,no_IaC_term
SHIN2025103975,Enhancing cloud-native DevSecOps: A Zero Trust approach for the financial sector,no_IaC_term
GAROUSI2022106697,Introduction to the Special Issue on: Grey Literature and Multivocal Literature Reviews (MLRs) in software engineering,no_IaC_term
GUPTA201775,Modeling and measuring attributes influencing DevOps implementation in an enterprise using structural equation modeling,no_IaC_term
EISMANN2022111294,A case study on the stability of performance tests for serverless applications,no_IaC_term
LWAKATARE2019217,DevOps in practice: A multiple case study of five companies,no_IaC_term
ANDRIJIEVSKIJ200161,LOCADIS—a model and numerical code for simulating local aerosol dispersion,no_quality_term
RAJORIA2023825,“Progressive collapse analysis of flat slab building in hilly terrain using Non-Linear Analysis: A study on bracing system as a structural Remedy”,no_IaC_term
COMPASTIE2020101905,From virtualization security issues to cloud protection opportunities: An in-depth analysis of system virtualization models,no_IaC_term
PETRALIA2025107109,Open source software as digital platforms to innovate,no_IaC_term
LI2025103566,An adaptive high-order singular value decomposition for spatial and temporal monitoring data imputation for tunnel digital twin,no_IaC_term
WASEEM2021111061,"Design, monitoring, and testing of microservices systems: The practitioners’ perspective",no_IaC_term
GUERRA2024112137,Impermanent identifiers: Enhanced source code comprehension and refactoring,no_IaC_term
SZANDALA2025125868,ChatGPT vs human expertise in the context of IT recruitment,no_IaC_term
VIANNA2023111744,A Grey Literature Review on Data Stream Processing applications testing,no_IaC_term
KATIB2015215,A prototype of a novel cell phone application for tracking the vaccination coverage of children in rural communities,no_IaC_term
LI2023111679,The anatomy of a vulnerability database: A systematic mapping study,no_IaC_term
CHERNAVSKAYA2013147,An architecture of thinking system within the Dynamical Theory of Information,no_IaC_term;no_quality_term
SAADOON2022101538,Fault tolerance in big data storage and processing systems: A review on challenges and solutions,no_IaC_term
STERK2007S177,Individual Action and Community Context: The Health Intervention Project,no_IaC_term;no_quality_term
GRITZALIS2000731,Securing The Electronic Market: The KEYSTONE Public Key Infrastructure Architecture,no_IaC_term
BERANGER2016167,3 - Management and Governance of Personal Health Data,no_IaC_term
GEBREMARIAM20191,Digitalization mechanisms of health management information systems in developing countries,no_IaC_term
JENNESS201540,ORAC-DR: A generic data reduction pipeline infrastructure,no_IaC_term
KANNISTO2022101189,"SimCES platform for modular simulation: Featuring platform independence, container ecosystem, and development toolkit",no_quality_term
2007459,Index,no_IaC_term;no_quality_term
NAPIER2024114334,Adaptive strength: Unveiling a multilevel dynamic process model for organizational resilience,no_IaC_term
TAMBURRI2020106376,Cloud applications monitoring: An industrial study,no_IaC_term
MIHAYLOV2018111,Chapter 9 - NRGcoin—A Blockchain-based Reward Mechanism for Both Production and Consumption of Renewable Energy,no_IaC_term;no_quality_term
CHELLIAH2021,Multi-Cloud Adoption Challenges for the Cloud-Native Era:,no_quality_term
SHAKOU2019364,Developing an innovative framework for enhancing the resilience of critical infrastructure to climate change,no_IaC_term;no_quality_term
SHI2019262,Promise and paradox of metropolitan regional climate adaptation,no_IaC_term;no_quality_term
LJUBUNCIC2015249,"Chapter 9 - Make your environment safer, more robust",no_quality_term
SCHWER2002270,On upgrading the numerics in combustion chemistry codes,no_IaC_term;no_quality_term
DONAUBAUER2016230,"Aid, Infrastructure, and FDI: Assessing the Transmission Channel with a New Index of Infrastructure",no_IaC_term;no_quality_term
CHARDET2021102582,Toward safe and efficient reconfiguration with Concerto,no_IaC_term
PATTERSON2019100230,Itinerum: The open smartphone travel survey platform,no_IaC_term;no_quality_term
THIRUNARAYAN2005215,An information extraction approach to reorganizing and summarizing specifications,no_IaC_term;no_quality_term
ADLER2006665,Evaluating and implementing a collaborative office document system,no_IaC_term
KAMPOURAKIS2025103917,A step-by-step definition of a reference architecture for cyber ranges,no_IaC_term
SCOTT2023109347,Bringing trust and transparency to the opaque world of waste management with blockchain: A Polkadot parathread application,no_IaC_term
KARBOVSKII20152367,Multiscale Agent-based Simulation in Large City Areas: Emergency Evacuation use Case,no_IaC_term;no_quality_term
WU2024301,Chapter 12 - Case studies and recommendations for designing federated learning models for digital healthcare systems,no_IaC_term
OLSSON2025107594,Strategic digital product management: Nine approaches,no_IaC_term
KRUEGLE2006199,"Chapter 7 - Digital Transmission—Video, Communications, Control",no_IaC_term
BURGER2019881,Third party access to district heating systems - Challenges for the practical implementation,no_quality_term
FRANZE2023138078,“Scale without mass”: A decision-making tool for scaling remanufacturing practices in the white goods industry,no_IaC_term
RAINERI2018426,Diversity management in three Latin American countries: an institutional theory perspective,no_IaC_term
WOOD2014191,Comparing population exposure to multiple Washington earthquake scenarios for prioritizing loss estimation studies,no_IaC_term
BETTINI2013521,TraitRecordJ: A programming language with traits and records,no_IaC_term;no_quality_term
GONZALEZ2025103751,JUE insight: Efficiency of bus priority infrastructure,no_IaC_term;no_quality_term
LLOYD20218,Simplifying security: how to navigate the integration challenge,no_IaC_term
MELLADO1998527,Architecture Definition for a Flexible Transport System in Industrial Production,no_IaC_term;no_quality_term
SIOSHANSI2025339,Chapter Sixteen - How do we get there from here?,no_IaC_term;no_quality_term
BAUER2021478,waLBerla: A block-structured high-performance framework for multiphysics simulations,no_IaC_term
FANIAN2019111,Cluster-based routing protocols in wireless sensor networks: A survey based on methodology,no_IaC_term;no_quality_term
NAISH2010640,A method of developing regional road traffic noise management strategies,no_IaC_term;no_quality_term
CANETE2022111086,Supporting IoT applications deployment on edge-based infrastructures using multi-layer feature models,no_IaC_term;no_quality_term
TIMILSINA2012449,"Solar energy: Markets, economics and policies",no_IaC_term;no_quality_term
BORYLO2021102934,Unified and standalone monitoring module for NFV/SDN infrastructures,no_IaC_term
CONTE2009232,ENERGY | Hydrogen Economy,no_IaC_term
SOLECKI201588,"Hurricane Sandy in New York, extreme climate events and the urbanization of climate change: perspectives in the context of sub-Saharan African cities",no_IaC_term;no_quality_term
HOLLAWAY2020100103,Tackling the Challenges of 21st-Century Open Science and Beyond: A Data Science Lab Approach,no_IaC_term
CONTE2013,ENERGY | Hydrogen Economy☆,no_IaC_term
SHARIFIMOOD201876,"Probabilistic liquefaction-induced lateral spread hazard mapping and its application to Utah County, Utah",no_IaC_term
KRAMER2020100409,GeoRocket: A scalable and cloud-based data store for big geospatial files,no_IaC_term
ASHBY2025105223,Visualizing climate change flood risks to community-centric critical infrastructure and local emergency services in the Great Lakes region: Metrics and insights,no_IaC_term
DIAZDEARCAYA202318,Orfeon: An AIOps framework for the goal-driven operationalization of distributed analytical pipelines,no_IaC_term
MISHRA2016953,Socio-economic and environmental implications of solar electrification: Experience of rural Odisha,no_IaC_term
SANCHEZGALLEGOS2023478,On the building of efficient self-adaptable health data science services by using dynamic patterns,no_IaC_term
VAUGHN2003287,Advances in the Provision of System and Software Security— Thirty Years of Progress,no_IaC_term
SCHLEBUSCH202099,Chapter 5 - Challenges and opportunities of implementing early interventions for autism spectrum disorders in resource-limited settings: A South African example,no_IaC_term;no_quality_term
GARCIASANCHEZ201581,The ethical commitment of independent directors in different contexts of investor protection,no_IaC_term
PROST2005377,Developing innovative technologies for commercial grids,no_IaC_term;no_quality_term
2022381,Index,no_IaC_term;no_quality_term
HAN2021142491,Urban flooding events pose risks of virus spread during the novel coronavirus (COVID-19) pandemic,no_IaC_term;no_quality_term
HOFMANN2022386,A brief introduction to deploy Amazon Web Services for online discrete-event simulation,no_IaC_term
THOMASIAN2022493,"Chapter 9 - Structured, unstructured, and diverse databases",no_quality_term
LANZER2021341,Assessing crossing and communication behavior of pedestrians at urban streets,no_IaC_term;no_quality_term
MIGDALAS2003375,Nonlinear optimization and parallel computing,no_IaC_term;no_quality_term
WANG2018498,Exploring material stock efficiency of municipal water and sewage infrastructures in China,no_IaC_term
WANG2018536,Understanding the dynamic mechanism of interagency government data sharing,no_IaC_term;no_quality_term
TILT2021127138,Constraints and catalysts influencing green infrastructure projects: A study of small communities in Oregon (USA),no_IaC_term;no_quality_term
TAO2021921,Evaluation of Potential Contribution of Dockless Bike-sharing Service to Sustainable and Efficient Urban Mobility in China,no_IaC_term
GAN202374,Do electric vehicle charger locations respond to the potential charging demands from multi-unit dwellings? Evidence from Los Angeles County,no_IaC_term;no_quality_term
JANSSEN2022293,Chapter 15 - Möbius evolver: Competitive exploration of urban massing strategies,no_IaC_term;no_quality_term
MULLER2013193,Moving code – Sharing geoprocessing logic on the Web,no_IaC_term
BARTHEL2014350,Competition for Export Markets and the Allocation of Foreign Aid: The Role of Spatial Dependence among Donor Countries,no_IaC_term
ESPOSITOAMIDEO2019279,Optimising shelter location and evacuation routing operations: The critical issues,no_IaC_term
OKUL2025100540,The impact of using virtual reality applications on academic success and retention in tour guding education,no_IaC_term;no_quality_term
BAGGE2017100,Managing facts and resources with the Pica IDE infrastructure library,no_IaC_term;no_quality_term
WANG2023126403,Microstructure changes as a response to CO2 storage in sedimentary rocks: Recent developments and future challenges,no_IaC_term;no_quality_term
JING2022104117,Spatial disparities of social and ecological infrastructures and their coupled relationships in cities,no_IaC_term
DHINGRA2023136,Cardiovascular Care Innovation through Data-Driven Discoveries in the Electronic Health Record,no_IaC_term
YOUNG2011483,Institutional separation in schools of education: Understanding the functions of space in general and special education teacher preparation,no_IaC_term;no_quality_term
GUILLERMINET2010388,High Performance Computing tools for the Integrated Tokamak Modelling project,no_IaC_term
GAHRNANDERSEN2023104874,Ensuring wholeness: Using Code Biology to overcome the autonomy-heteronomy divide,no_IaC_term;no_quality_term
IKEJEMBA2017639,Failures & generic recommendations towards the sustainable management of renewable energy projects in Sub-Saharan Africa (Part 2 of 2),no_IaC_term;no_quality_term
LACROIX20241043,"The Holocene to modern Fraser River Delta, Canada: geological history, processes, deposits, natural hazards, and coastal management",no_IaC_term;no_quality_term
BITTNER2016xiii,Foreword by Kurt Bittner,no_IaC_term;no_quality_term
WILSON2014148,Volcanic hazard impacts to critical infrastructure: A review,no_IaC_term
TEKINERDOGAN202413,Chapter 2 - Critical infrastructures: Key concepts and challenges,no_IaC_term
PAHL2004973,Adaptive development and maintenance of user-centric software systems,no_IaC_term;no_quality_term
MODELL2020621,For structure,no_IaC_term;no_quality_term
VACHON2011597,Genome-Wide Association Studies Go Green: Novel and Cost-Effective Opportunities for Identifying Genetic Associations,no_IaC_term;no_quality_term
MARSAMAESTRE2019102402,REACT: reactive resilience for critical infrastructures using graph-coloring techniques,no_IaC_term
ALBOAIE20201531,Self-Sovereign Applications: return control of data back to people,no_IaC_term;no_quality_term
FERSTER202064,Using OpenStreetMap to inventory bicycle infrastructure: A comparison with open data from cities,no_IaC_term
WEIHMAYER1990547,Cooperative distributed problem solving for communication network management,no_IaC_term
KATSIOLOUDES200765,Chapter 3 - Theories of International Trade and International Investment,no_IaC_term;no_quality_term
1997371,Subject Index,no_IaC_term;no_quality_term
MOORE2024101522,A comprehensive solution to retrieval-based chatbot construction,no_IaC_term
PARNELL2025104127,The gender data gap in e-micromobility research: A systematic review of gender reporting,no_IaC_term
GOTANGCO2017184,A supply chain framework for characterizing indirect vulnerability,no_IaC_term
NAVAS20131073,Reconciling run-time evolution and resource-constrained embedded systems through a component-based development framework,no_IaC_term
BERNSMED2022111090,Adopting threat modelling in agile software development projects,no_IaC_term
NEWCOMB2010193,Chapter 8 - Modernization of Reliability and Maintainability Information System (REMIS) into the Global Combat Support System-Air Force (GCSS-AF) Framework*,no_IaC_term
LIU2025115973,Stochastic measurement-based multi-cloud consolidation for efficient resource distribution,no_IaC_term;no_quality_term
CHEN200535,Performance prediction of component-based applications,no_IaC_term
HABIBI202483,Uncovering implicit Seismogenic associated regions towards promoting urban resilience,no_IaC_term
PIPINATO2022xvii,Authors' biographies,no_IaC_term;no_quality_term
MARKERT2024106123,Design and implementation of a BigQuery dataset and application programmer interface (API) for the U.S. National Water Model,no_IaC_term;no_quality_term
IKEJEMBA2017234,The empirical reality & sustainable management failures of renewable energy projects in Sub-Saharan Africa (part 1 of 2),no_IaC_term;no_quality_term
RIBEIRO2023104607,The digitalisation paradox of everyday scientific labour: How mundane knowledge work is amplified and diversified in the biosciences,no_IaC_term
YANG2024100637,More than a framework: Sketching out technical enablers for natural language-based source code generation,no_IaC_term
BISHT20202537,Assessing the Black Spots Focused Policies for Indian National Highways,no_IaC_term;no_quality_term
BHARADWAJ200966,Effects of information technology failures on the market value of firms,no_IaC_term
GONZALES2025302004,AKF: A modern synthesis framework for building datasets in digital forensics,no_IaC_term;no_quality_term
STEINWANDTER20191795,Data science tools and applications on the way to Pharma 4.0,no_quality_term
DOLLINGER2025105135,Towards efficient program execution on edge-cloud computing platforms,no_IaC_term
HAKIRI2024110350,A comprehensive survey on digital twin for future networks and emerging Internet of Things industry,no_IaC_term
SHIVAKUMAR2015159,5 - Securing Enterprise Web Application,no_IaC_term
ANGELIS2021117692,"Pilot continuous centrifugal liquid-liquid extraction of extra virgin olive oil biophenols and gram-scale recovery of pure oleocanthal, oleacein, MFOA, MFLA and hydroxytyrosol",no_IaC_term
PERLAZARODRIGUEZ2024100324,Urban metabolism of human settlements in small island-protected environments,no_IaC_term
NEBERT200193,Ethnic and genetic differences in metabolism genes and risk of toxicity and cancer,no_IaC_term
CAMPIONI2023181,Enabling civil–military collaboration for disaster relief operations in smart city environments,no_IaC_term
ZHOU2020100835,Effects of improvements in non-motorised transport facilities on active mobility demand in a residential township,no_IaC_term
CHAMOLA202199,"Information security in the post quantum era for 5G and beyond networks: Threats to existing cryptography, and post-quantum cryptography",no_IaC_term
ALFIERI2005249,The INFN-Grid Testbed,no_IaC_term
LI2023459,8 - Reliability-based maintenance strategy,no_IaC_term
CESPEDESSISNIEGA2024174,Efficient and scalable covariate drift detection in machine learning systems with serverless computing,no_IaC_term;no_quality_term
CASTANBROTO201392,A survey of urban climate change experiments in 100 cities,no_IaC_term
ROBSON201860,The sociology of translation and accounting inscriptions: Reflections on Latour and Accounting Research,no_IaC_term
MUNRO1990361,ECSTASY - A Control System CAD Environment,no_IaC_term
MDZIN2015123,Survey of secure multipath routing protocols for WSNs,no_IaC_term
ZHAO2024111946,Thriving in the era of hybrid work: Raising cybersecurity awareness using serious games in industry trainings,no_IaC_term
MARIEL201823,Joint parental school choice: Exploring the influence of individual preferences of husbands and wives,no_IaC_term;no_quality_term
CONTE2025123,Fuels – Introduction | Overview,no_IaC_term
POPOOLA2024100178,"A critical literature review of security and privacy in smart home healthcare schemes adopting IoT & blockchain: Problems, challenges and solutions",no_IaC_term
SCHMIDT2015140,An approach for coupled-code multiphysics core simulations from a common input,no_IaC_term
BANDARAGODA2019104424,Enabling Collaborative Numerical Modeling in Earth Sciences using Knowledge Infrastructure,no_IaC_term
LI2025,Data-Driven Multi-Objective Genetic Algorithm for Energy Simulation and Optimization,no_IaC_term
VENTER2021101314,Interactive spatial planning of urban green infrastructure – Retrofitting green roofs where ecosystem services are most needed in Oslo,no_IaC_term
DAMBROSIO2025111327,SMASH: An SDN-MTD framework for efficient honeypot deployment and insider threat mitigation,no_IaC_term
ROCCON202417,A GPU-ready pseudo-spectral method for direct numerical simulations of multiphase turbulence,no_IaC_term;no_quality_term
BARRONLUGO202387,Xel: A cloud-agnostic data platform for the design-driven building of high-availability data science services,no_IaC_term
BRILLATZ2020112954,Antiseizure potential of the ancient Greek medicinal plant Helleborus odorus subsp. cyclophyllus and identification of its main active principles,no_quality_term
HENRIQUES2022102949,An automated closed-loop framework to enforce security policies from anomaly detection,no_IaC_term
OLIVEIRA2024101348,IoTDeploy: Deployment of IoT Smart Applications over the Computing Continuum,no_IaC_term;no_quality_term
CHARRON2012176,No law without a state,no_IaC_term
VIGANO2019168,A Simflowny-based high-performance 3D code for the generalized induction equation,no_IaC_term
ANDRADE2021106505,Multifaceted infrastructure for self-adaptive IoT systems,no_IaC_term
SHARMA20223,Chapter 1 - Lightweight and heavyweight technologies for autonomous vehicles: A survey,no_IaC_term
KARBOVSKII2018155,Multimodel agent-based simulation environment for mass-gatherings and pedestrian dynamics,no_IaC_term
ABUISMAIL2024105067,Exploring the influential factors of residents’ attitudes toward implementing green infrastructures for stormwater management in the US,no_IaC_term
GRONAU20235347,Hydrogen-powered aviation in Germany: A macroeconomic perspective and methodological approach of fuel supply chain integration into an economy-wide dataset,no_IaC_term
FUGGINI20164060,Towards a Comprehensive Asset Integrity Management (AIM) Approach for European Infrastructures,no_IaC_term
PAAVOLA2025100563,Transformed knowledge work infrastructures in times of forced remote work,no_IaC_term
TRAN2022103460,A framework for automating deployment and evaluation of blockchain networks,no_IaC_term;no_quality_term
SANCHEZGALLEGOS2025107911,Nez: A design-driven skeleton model for building continuum AI-based and analytic systems,no_IaC_term
KARATZA2020102066,“Modeling and simulation of fog computing”,no_IaC_term;no_quality_term
CHUNG2024141681,Accelerating carbon neutrality in China: Sensitive intervention points for the energy and transport sectors in Beijing and Hong Kong,no_IaC_term;no_quality_term
JAAKSON2017168,Virtue in small business in small places: Organisational factors associated with employee dishonest behaviour in the retail sector,no_IaC_term;no_quality_term
2018309,Index,no_IaC_term;no_quality_term
GUPTA2022108642,"Artificial intelligence and cloud-based Collaborative Platforms for Managing Disaster, extreme weather and emergency operations",no_IaC_term;no_quality_term
MARINESCU202313,Chapter 2 - The cloud ecosystem,no_IaC_term
DEALMEIDA2024110326,"DESiRED — Dynamic, Enhanced, and Smart iRED: A P4-AQM with Deep Reinforcement Learning and In-band Network Telemetry",no_IaC_term
MELLADO1999187,Application of a real time expert system platform for flexible autonomous transport in industrial production,no_IaC_term
JAKOB20261,"Bridging the gaps: Advancing clinical informatics, data science, and global health with ICD-11",no_IaC_term;no_quality_term
BETZ2011151,Chapter 3 - Patterns for the IT Processes,no_IaC_term
BAUER2024100002,What if? Numerical weather prediction at the crossroads,no_IaC_term
RONDEAU201712962,Is Green Networking a new workload for ICT engineers? A network topology example,no_IaC_term
GUYT2024130,Unlocking the Potential of Web Data for Retailing Research,no_IaC_term;no_quality_term
BECK2024344,Association between network characteristics and bicycle ridership across a large metropolitan region,no_IaC_term
KUMAR2013462,Remittances and economic growth: A study of Guyana,no_IaC_term
LEFENG2020101021,External benefits calculation of sharing electric vehicles in case of Chongqing China,no_IaC_term;no_quality_term
VARRIALE2025100838,Interconnected Industry 4.0 technologies: Identifying current network value and integration opportunities,no_IaC_term
ALIDRA2023104,A feature-based survey of Fog modeling languages,no_IaC_term;no_quality_term
HILLEN20193350,Web scraping for food price research,no_IaC_term
ROCCON2025109804,MHIT36: A phase-field code for GPU simulations of multiphase homogeneous isotropic turbulence,no_IaC_term;no_quality_term
RAFFIN2022130,A reference architecture for the operationalization of machine learning models in manufacturing,no_IaC_term;no_quality_term
ANTUNES2024104081,“What’s Going On” with BizDevOps: A qualitative review of BizDevOps practice,no_IaC_term
KASAD20241111,Optimization of Network Management Resource in Internet Exchange Point (IXP) Implementation: Case Study of PT. Cloud Hosting Indonesia,no_IaC_term
DENG2021105130,Evaluating crop-soil-water dynamics in waterlogged areas using a coupled groundwater-agronomic model,no_IaC_term
TOOSI2025107573,Serverless Computing for Next-generation Application Development,no_IaC_term
ECKERSTEN2023369,Inclusion and exclusion of environmental aspects in early-stage planning of transport infrastructure projects: A Swedish case study,no_IaC_term
MAYER2024524,Towards Reconfigurable Cyber-Physical-Human Systems: Leveraging Mixed Reality and Digital Twins to integrate Human Operations,no_IaC_term
BRUNS20151235,Intelligent M2M: Complex event processing for machine-to-machine communication,no_IaC_term;no_quality_term
CUSICK2008201,"Chapter 6 Global Software Development: Origins, Practices, and Directions",no_IaC_term
KARVONEN201787,Systematic literature review on the impacts of agile release engineering practices,no_IaC_term
